Scope,Family,Segment,Feature,Bucket,Boundaries,Selected,Targets,Stops,Unresolved,TargetRate,TotalProxyTicks,ProxyTicksPerSelected,NetAtHalfTick,NetAtOneTick,NetAtOneHalfTicks
ALL_HOURS,COMBINED,LONG,DepthRatio,2,"(0, 0.5, 1)",232,186,45,1,80.51948051948052,480,2.0689655172413794,1.5689655172413794,1.0689655172413794,0.5689655172413794
ALL_HOURS,COMBINED,LONG,DepthRatio,3,"(0, 0.5, 1)",446,335,111,0,75.11210762331838,565,1.2668161434977578,0.7668161434977578,0.26681614349775784,-0.23318385650224216
ALL_HOURS,COMBINED,LONG,DepthRatio,MISSING_OR_NO_LEVEL,"(0, 0.5, 1)",65,48,15,2,76.19047619047619,90,1.3846153846153846,0.8846153846153846,0.3846153846153846,-0.11538461538461542
ALL_HOURS,COMBINED,LONG,SpeedRatio,1,"(0, 0.5, 1, 2)",215,167,46,2,78.40375586854461,375,1.744186046511628,1.244186046511628,0.7441860465116279,0.2441860465116279
ALL_HOURS,COMBINED,LONG,SpeedRatio,2,"(0, 0.5, 1, 2)",208,160,48,0,76.92307692307692,320,1.5384615384615385,1.0384615384615385,0.5384615384615385,0.03846153846153855
ALL_HOURS,COMBINED,LONG,SpeedRatio,3,"(0, 0.5, 1, 2)",219,167,52,0,76.25570776255708,315,1.4383561643835616,0.9383561643835616,0.4383561643835616,-0.06164383561643838
ALL_HOURS,COMBINED,LONG,SpeedRatio,4,"(0, 0.5, 1, 2)",267,196,71,0,73.40823970037454,270,1.0112359550561798,0.5112359550561798,0.011235955056179803,-0.4887640449438202
ALL_HOURS,COMBINED,LONG,SpeedRatio,MISSING_OR_NO_LEVEL,"(0, 0.5, 1, 2)",69,49,18,2,73.13432835820896,65,0.9420289855072463,0.44202898550724634,-0.05797101449275366,-0.5579710144927537
ALL_HOURS,COMBINED,SHORT,RoomTicks,1,"(0, 3, 6, 11)",35,28,7,0,80.0,70,2.0,1.5,1.0,0.5
ALL_HOURS,COMBINED,SHORT,RoomTicks,2,"(0, 3, 6, 11)",135,96,39,0,71.11111111111111,90,0.6666666666666666,0.16666666666666663,-0.33333333333333337,-0.8333333333333334
ALL_HOURS,COMBINED,SHORT,RoomTicks,3,"(0, 3, 6, 11)",289,215,68,6,75.97173144876325,395,1.3667820069204153,0.8667820069204153,0.3667820069204153,-0.1332179930795847
ALL_HOURS,COMBINED,SHORT,RoomTicks,4,"(0, 3, 6, 11)",217,168,42,7,80.0,420,1.935483870967742,1.435483870967742,0.935483870967742,0.435483870967742
ALL_HOURS,COMBINED,SHORT,RoomTicks,MISSING_OR_NO_LEVEL,"(0, 3, 6, 11)",329,243,78,8,75.70093457943925,435,1.3221884498480243,0.8221884498480243,0.3221884498480243,-0.1778115501519757
ALL_HOURS,COMBINED,SHORT,DepthRatio,1,"(0, 0.5, 1)",224,166,51,7,76.49769585253456,320,1.4285714285714286,0.9285714285714286,0.4285714285714286,-0.0714285714285714
ALL_HOURS,COMBINED,SHORT,DepthRatio,2,"(0, 0.5, 1)",260,192,63,5,75.29411764705883,330,1.2692307692307692,0.7692307692307692,0.26923076923076916,-0.23076923076923084
ALL_HOURS,COMBINED,SHORT,DepthRatio,3,"(0, 0.5, 1)",460,345,107,8,76.32743362831859,655,1.423913043478261,0.923913043478261,0.423913043478261,-0.07608695652173902
ALL_HOURS,COMBINED,SHORT,DepthRatio,MISSING_OR_NO_LEVEL,"(0, 0.5, 1)",61,47,13,1,78.33333333333333,105,1.721311475409836,1.221311475409836,0.721311475409836,0.22131147540983598
ALL_HOURS,COMBINED,SHORT,SpeedRatio,1,"(0, 0.5, 1, 2)",235,173,60,2,74.2489270386266,265,1.127659574468085,0.6276595744680851,0.12765957446808507,-0.37234042553191493
ALL_HOURS,COMBINED,SHORT,SpeedRatio,2,"(0, 0.5, 1, 2)",222,171,48,3,78.08219178082192,375,1.6891891891891893,1.1891891891891893,0.6891891891891893,0.18918918918918926
ALL_HOURS,COMBINED,SHORT,SpeedRatio,3,"(0, 0.5, 1, 2)",202,153,47,2,76.5,295,1.4603960396039604,0.9603960396039604,0.46039603960396036,-0.03960396039603964
ALL_HOURS,COMBINED,SHORT,SpeedRatio,4,"(0, 0.5, 1, 2)",270,201,62,7,76.42585551330798,385,1.4259259259259258,0.9259259259259258,0.4259259259259258,-0.07407407407407418
