BarNumber,Time,Direction,Entry,Families,SignalBarStopPlus1,TicksSeen,SameSecondAmbiguous,Stop1,Stop2,Stop3,Stop4,Stop5,Stop6,Stop7,Stop8,Stop9,Stop10
17823,2026-08-17 07:00:14.276,-1,7794.25,EMA8,6,938,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
17844,2026-08-17 07:04:25.032,-1,7794.75,EMA50,6,10346,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
17979,2026-08-17 08:46:58.732,-1,7791.75,EMA24,6,13965,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
18024,2026-08-17 09:57:04.108,-1,7789.25,EMA8,6,1551,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18030,2026-08-17 10:04:48.528,-1,7787.75,EMA8,6,2480,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18033,2026-08-17 10:05:55.440,-1,7787.0,EMA8,6,14201,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18047,2026-08-17 10:21:43.000,-1,7783.5,EMA8,6,829,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18053,2026-08-17 10:23:14.720,-1,7781.25,EMA8,6,2779,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18066,2026-08-17 10:28:35.376,-1,7776.75,EMA8,6,20866,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
18068,2026-08-17 10:30:12.472,-1,7777.25,EMA8,6,2616,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18071,2026-08-17 10:31:31.168,-1,7776.5,EMA8,6,6016,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
18075,2026-08-17 10:33:12.976,-1,7778.25,EMA24,6,5149,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
18083,2026-08-17 10:37:28.140,-1,7775.25,EMA8,6,2739,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18122,2026-08-17 11:09:00.236,-1,7775.25,EMA50,6,1223,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18174,2026-08-17 12:20:05.068,-1,7774.75,EMA50,6,7864,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18190,2026-08-17 12:40:13.856,-1,7771.0,EMA24,6,3204,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18220,2026-08-17 12:59:40.664,-1,7770.0,EMA50,6,1958,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18252,2026-08-17 13:58:52.440,-1,7765.25,EMA24,6,1376,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
18361,2026-08-17 19:21:07.116,-1,7752.0,EMA24,6,1066,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18371,2026-08-17 19:34:39.768,-1,7749.25,EMA8,6,4613,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
18402,2026-08-17 20:30:00.912,-1,7744.25,EMA8,6,422,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18408,2026-08-17 20:38:25.976,-1,7744.25,EMA24,6,9609,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
18427,2026-08-17 21:07:31.452,-1,7743.25,EMA24,6,10003,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18435,2026-08-17 21:28:27.032,-1,7742.0,EMA24,6,796,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
18445,2026-08-17 22:00:10.916,-1,7743.25,EMA50,6,892,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18474,2026-08-17 23:00:25.324,-1,7733.25,PIN,6,637,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18483,2026-08-17 23:01:36.792,-1,7729.25,EMA8,6,2622,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18487,2026-08-17 23:06:10.680,-1,7728.5,EMA8,6,2005,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18535,2026-08-18 00:01:07.100,1,7740.25,EMA8,6,8272,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET
18539,2026-08-18 00:05:22.876,1,7739.5,EMA24,6,1093,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18571,2026-08-18 00:39:29.412,-1,7734.75,EMA24,6,3225,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
18573,2026-08-18 00:42:32.952,-1,7734.75,EMA24,6,219,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18580,2026-08-18 00:51:52.356,-1,7731.0,EMA8,6,226,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18649,2026-08-18 01:18:40.344,1,7726.75,EMA8,6,267,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18675,2026-08-18 01:44:26.040,1,7730.75,EMA8,6,2939,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
18698,2026-08-18 02:02:27.920,1,7729.25,EMA50,6,197,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18730,2026-08-18 02:26:10.048,-1,7724.75,EMA8,6,1570,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
18778,2026-08-18 03:01:22.228,1,7730.5,EMA8,6,4016,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
18780,2026-08-18 03:03:05.524,1,7730.0,EMA8,6,799,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18785,2026-08-18 03:09:18.476,1,7731.25,EMA8,6,9428,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
18788,2026-08-18 03:18:31.844,1,7730.75,EMA24,6,257,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18793,2026-08-18 03:26:40.560,1,7729.5,EMA50,6,1114,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18809,2026-08-18 04:00:06.440,1,7732.0,EMA24,6,2649,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18884,2026-08-18 05:40:26.140,-1,7729.5,EMA8,6,11526,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
18886,2026-08-18 05:45:22.648,-1,7729.5,EMA8,6,5388,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
18937,2026-08-18 06:30:17.040,-1,7726.5,EMA24,6,1,True,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
18978,2026-08-18 06:31:32.724,1,7731.0,EMA8,6,414,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19013,2026-08-18 06:33:37.880,-1,7722.0,EMA8,6,9022,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET
19017,2026-08-18 06:33:58.012,-1,7722.25,EMA8,6,1652,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19023,2026-08-18 06:34:25.540,-1,7723.0,EMA24,6,9457,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
19027,2026-08-18 06:34:45.356,-1,7723.25,EMA50,6,3145,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
19048,2026-08-18 06:36:07.436,1,7726.75,EMA50,6,5302,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19050,2026-08-18 06:36:10.676,1,7727.0,EMA50,6,3774,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
19088,2026-08-18 06:39:35.528,1,7728.25,EMA24,6,689,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19100,2026-08-18 06:40:57.548,1,7732.25,EMA8,6,10555,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
19135,2026-08-18 06:45:47.464,-1,7728.25,EMA50,6,7213,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
19152,2026-08-18 06:48:05.376,-1,7727.75,EMA50,6,4002,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
19173,2026-08-18 06:50:49.768,-1,7727.0,EMA50,6,5880,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19176,2026-08-18 06:51:07.636,-1,7726.25,EMA50,6,872,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19189,2026-08-18 06:53:27.448,-1,7725.5,EMA50,6,2789,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19206,2026-08-18 06:56:42.600,-1,7723.75,EMA50,6,1918,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
19286,2026-08-18 07:08:55.048,1,7729.5,EMA24,6,6918,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
19288,2026-08-18 07:09:25.308,1,7729.5,EMA50,6,1911,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
19302,2026-08-18 07:11:35.256,-1,7719.75,PIN,6,3731,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
19308,2026-08-18 07:12:24.392,-1,7718.25,EMA8,6,3780,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
19318,2026-08-18 07:14:11.564,-1,7719.5,EMA24,6,8433,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
19335,2026-08-18 07:16:40.876,1,7725.5,EMA8,6,4142,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
19380,2026-08-18 07:25:00.228,1,7728.5,EMA8,6,7825,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
19382,2026-08-18 07:25:15.764,1,7728.5,EMA8,6,4025,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19389,2026-08-18 07:26:38.012,1,7728.5,EMA24,6,516,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19396,2026-08-18 07:27:53.628,1,7728.25,EMA50,6,889,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19416,2026-08-18 07:31:38.556,1,7729.25,EMA24,6,9399,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19484,2026-08-18 07:50:09.792,-1,7725.25,EMA50,6,1131,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19510,2026-08-18 07:54:06.944,-1,7721.25,EMA8,6,6117,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
19524,2026-08-18 07:57:23.440,-1,7720.0,EMA24,6,951,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19561,2026-08-18 08:06:58.100,1,7723.25,EMA8,6,8339,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
19574,2026-08-18 08:11:03.692,-1,7717.5,EMA8,6,37898,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,NONE
19577,2026-08-18 08:12:03.760,-1,7718.5,EMA24,6,10045,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19588,2026-08-18 08:16:29.960,-1,7718.0,EMA50,6,8678,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19606,2026-08-18 08:23:21.568,-1,7715.75,EMA24,6,12306,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
19670,2026-08-18 08:49:33.068,1,7724.5,EMA8,6,2796,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
19674,2026-08-18 08:51:16.792,1,7722.25,EMA24,6,3832,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19686,2026-08-18 08:56:44.092,1,7723.5,EMA50,6,4553,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
19764,2026-08-18 09:52:36.976,1,7727.5,EMA8,6,20040,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
19802,2026-08-18 10:30:46.776,-1,7722.0,EMA8,6,890,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19805,2026-08-18 10:33:05.960,-1,7722.5,EMA24,6,5487,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19832,2026-08-18 11:05:24.816,-1,7716.5,EMA8,6,1981,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19929,2026-08-18 12:56:14.180,-1,7715.0,EMA8,6,5008,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19931,2026-08-18 12:57:11.036,-1,7714.25,EMA8,6,5105,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
19964,2026-08-18 13:18:17.564,-1,7714.25,EMA50,6,2651,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20008,2026-08-18 15:53:20.616,-1,7709.5,EMA8,6,413,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20054,2026-08-18 17:09:10.784,-1,7705.5,EMA24,6,4764,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
20056,2026-08-18 17:09:46.620,-1,7705.75,EMA24,6,1649,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20062,2026-08-18 17:14:57.640,-1,7703.75,EMA8,6,1170,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20083,2026-08-18 17:34:09.844,1,7712.75,EMA8,6,3250,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20089,2026-08-18 17:47:09.124,1,7715.25,EMA8,6,5943,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
20098,2026-08-18 18:03:52.584,1,7711.0,EMA50,6,740,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20160,2026-08-18 19:48:17.104,-1,7709.0,EMA50,6,6351,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
20183,2026-08-18 20:54:36.464,-1,7707.75,EMA50,6,2314,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20188,2026-08-18 21:21:47.368,-1,7706.75,EMA24,6,10154,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
20195,2026-08-18 21:31:07.336,-1,7707.5,EMA50,6,395,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20230,2026-08-18 22:31:32.068,-1,7703.5,EMA50,6,4711,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20243,2026-08-18 22:59:03.996,-1,7698.75,EMA8,6,1666,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
20246,2026-08-18 23:01:27.324,-1,7700.0,EMA24,6,7610,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20273,2026-08-18 23:32:31.744,1,7707.25,EMA8,6,7686,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
20289,2026-08-18 23:58:48.156,1,7714.25,PIN,6,2867,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
20299,2026-08-19 00:05:00.068,1,7711.25,EMA24,6,3032,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
20310,2026-08-19 00:20:22.756,1,7713.0,EMA24,6,508,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20320,2026-08-19 00:35:55.416,1,7717.5,EMA8,6,224,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20345,2026-08-19 01:10:33.276,1,7720.25,EMA8,6,8814,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
20348,2026-08-19 01:17:10.144,1,7719.25,EMA24,6,845,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20352,2026-08-19 01:22:08.528,1,7721.0,EMA8,6,21969,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
20355,2026-08-19 01:29:59.688,1,7721.5,EMA8,6,4098,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
20377,2026-08-19 02:32:23.384,-1,7715.0,EMA8,6,9017,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
20383,2026-08-19 02:42:36.876,-1,7714.75,EMA8,6,2124,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20385,2026-08-19 02:50:19.284,-1,7714.0,EMA8,6,1242,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20389,2026-08-19 03:00:59.168,-1,7713.25,EMA8,6,2767,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20398,2026-08-19 03:19:53.444,-1,7711.75,EMA8,6,594,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20401,2026-08-19 03:24:49.992,-1,7711.25,EMA8,6,3770,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
20424,2026-08-19 04:18:52.120,1,7718.25,EMA8,6,14091,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
20433,2026-08-19 04:33:58.308,1,7717.25,EMA50,6,7751,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
20466,2026-08-19 05:30:00.736,1,7717.25,EMA50,6,6525,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
20486,2026-08-19 05:34:40.928,1,7724.25,EMA8,6,318,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20519,2026-08-19 05:40:17.836,1,7734.5,EMA8,6,1455,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
20521,2026-08-19 05:40:27.712,1,7734.5,EMA8,6,104,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20526,2026-08-19 05:40:46.948,1,7736.5,EMA8,6,359,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20530,2026-08-19 05:41:30.568,1,7737.25,EMA8,6,109,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20537,2026-08-19 05:42:43.940,1,7736.0,EMA24,6,196,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20555,2026-08-19 05:45:38.172,1,7746.75,PIN,6,2048,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
20562,2026-08-19 05:46:46.028,1,7747.0,EMA8,6,692,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20564,2026-08-19 05:46:57.172,1,7747.25,EMA8,6,1,True,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20630,2026-08-19 06:02:32.580,-1,7745.0,EMA8,6,463,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20692,2026-08-19 06:30:05.992,-1,7745.0,EMA24,6,896,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20706,2026-08-19 06:30:34.944,-1,7742.75,EMA24,6,4736,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
20710,2026-08-19 06:30:48.092,-1,7744.5,EMA50,6,3047,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20712,2026-08-19 06:30:58.464,-1,7744.25,EMA50,6,555,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20715,2026-08-19 06:31:07.624,-1,7743.75,EMA50,6,18835,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
20719,2026-08-19 06:31:21.180,-1,7743.5,EMA50,6,13913,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET
20721,2026-08-19 06:31:25.820,-1,7743.5,EMA50,6,12040,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET
20747,2026-08-19 06:33:40.184,-1,7740.25,EMA8,6,1681,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20805,2026-08-19 06:40:27.852,-1,7734.25,EMA8,6,570,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20808,2026-08-19 06:40:56.512,-1,7733.25,EMA8,6,3820,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
20812,2026-08-19 06:41:19.264,-1,7735.0,EMA24,6,10946,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
20836,2026-08-19 06:44:39.044,1,7742.0,EMA8,6,10707,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET
20847,2026-08-19 06:45:44.028,1,7742.0,EMA24,6,2471,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20852,2026-08-19 06:46:24.132,1,7744.25,EMA8,6,150,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20857,2026-08-19 06:46:43.104,1,7742.0,EMA50,6,11449,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
20884,2026-08-19 06:49:01.764,-1,7728.5,PIN,6,736,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20886,2026-08-19 06:49:07.068,-1,7726.75,PIN,6,1642,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20921,2026-08-19 06:51:43.076,-1,7722.0,PIN,6,8896,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
20922,2026-08-19 06:51:53.316,-1,7721.25,PIN,6,2258,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
20945,2026-08-19 06:53:59.104,1,7732.75,EMA8,6,3452,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20949,2026-08-19 06:54:28.704,1,7733.25,EMA8,6,6342,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20952,2026-08-19 06:54:47.268,1,7733.75,EMA8,6,44,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20959,2026-08-19 06:55:08.580,1,7736.25,EMA8,6,2913,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
20962,2026-08-19 06:55:18.252,1,7734.75,EMA24,6,3183,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
20985,2026-08-19 06:57:40.196,1,7740.25,EMA24,6,185,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
21101,2026-08-19 07:12:18.104,-1,7731.5,EMA8,6,1959,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
21103,2026-08-19 07:12:23.824,-1,7731.5,EMA8,6,714,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
21110,2026-08-19 07:13:12.024,-1,7733.25,EMA50,6,987,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
21143,2026-08-19 07:17:23.944,1,7737.25,EMA8,6,9932,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
21161,2026-08-19 07:19:44.832,1,7738.75,EMA24,6,6790,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
21165,2026-08-19 07:20:09.140,1,7737.5,EMA50,6,1219,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
21206,2026-08-19 07:26:29.780,-1,7734.25,EMA24,6,2728,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
21225,2026-08-19 07:30:24.964,1,7739.0,EMA8,6,1020,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
21228,2026-08-19 07:30:58.048,1,7739.25,EMA8,6,1251,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
21232,2026-08-19 07:31:33.448,1,7740.0,EMA8,6,1838,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
