BarNumber,Time,Direction,Entry,Families,SignalBarStopPlus1,TicksSeen,SameSecondAmbiguous,Stop1,Stop2,Stop3,Stop4,Stop5,Stop6,Stop7,Stop8,Stop9,Stop10
39471,2026-09-02 04:32:36.092,1,7636.25,EMA8,6,272,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
39511,2026-09-02 05:06:45.096,1,7651.0,PIN,6,5106,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
39520,2026-09-02 05:12:16.144,1,7647.75,EMA24,6,1553,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
39536,2026-09-02 05:18:24.636,1,7650.5,EMA24,6,4127,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
39552,2026-09-02 05:20:59.312,1,7656.25,EMA8,6,2051,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
39554,2026-09-02 05:21:02.008,1,7656.25,EMA8,6,1210,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
39557,2026-09-02 05:21:13.552,1,7657.25,EMA8,6,1512,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
39559,2026-09-02 05:21:20.320,1,7657.0,EMA8,6,187,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
39565,2026-09-02 05:21:48.412,1,7656.75,EMA24,6,1989,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
39594,2026-09-02 05:42:38.016,-1,7645.75,EMA8,6,2803,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
39598,2026-09-02 05:49:11.736,-1,7644.5,EMA8,6,2300,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
39643,2026-09-02 06:30:00.044,1,7651.5,EMA24,6,4539,True,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
39656,2026-09-02 06:30:37.056,-1,7645.75,EMA8,6,2582,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
39727,2026-09-02 06:40:24.652,1,7650.0,EMA8,6,614,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
39731,2026-09-02 06:41:11.004,1,7651.5,EMA8,6,4348,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
39733,2026-09-02 06:41:16.432,1,7651.25,EMA8,6,313,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
39753,2026-09-02 06:45:37.596,1,7652.75,EMA24,6,1481,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
39781,2026-09-02 06:50:35.300,-1,7648.75,EMA24+EMA50,6,7893,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
39823,2026-09-02 07:00:39.992,1,7657.25,EMA8,6,3700,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
39826,2026-09-02 07:01:09.408,1,7660.25,PIN,6,1892,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
39832,2026-09-02 07:02:16.096,1,7661.0,EMA8,6,1233,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
39836,2026-09-02 07:02:37.172,1,7659.0,EMA24,6,3876,True,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
39840,2026-09-02 07:02:46.868,1,7659.0,EMA24,6,824,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
39848,2026-09-02 07:04:37.776,1,7661.5,EMA8,6,1533,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
39860,2026-09-02 07:09:01.324,1,7666.75,EMA8,6,6953,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
39877,2026-09-02 07:12:55.996,1,7664.0,EMA50,6,4191,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
39886,2026-09-02 07:16:00.016,1,7668.5,EMA8,6,796,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
39909,2026-09-02 07:23:44.032,1,7678.25,EMA8,6,1771,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
39919,2026-09-02 07:29:14.872,1,7681.0,EMA8,6,7388,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
39923,2026-09-02 07:30:17.576,1,7679.5,EMA24,6,8304,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
39933,2026-09-02 07:33:44.516,1,7677.0,EMA50,6,2507,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
39939,2026-09-02 07:35:13.772,1,7683.75,PIN,6,31546,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
39942,2026-09-02 07:36:20.628,1,7683.0,EMA8,6,775,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
39968,2026-09-02 07:48:02.332,1,7686.25,EMA24,6,7869,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
39972,2026-09-02 07:49:51.340,1,7684.25,EMA50,6,8895,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
40018,2026-09-02 08:05:09.280,-1,7679.75,EMA50,6,8083,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
40065,2026-09-02 08:24:43.088,1,7685.5,EMA8,6,1843,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
40074,2026-09-02 08:29:54.072,1,7689.25,EMA8,6,1086,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
40081,2026-09-02 08:33:58.172,1,7688.75,EMA24,6,8584,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
40230,2026-09-02 10:16:44.676,-1,7675.0,EMA50,6,3782,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
40242,2026-09-02 10:26:45.968,-1,7674.0,EMA50,6,1733,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
40308,2026-09-02 11:13:18.060,1,7678.5,EMA24,6,14535,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
40310,2026-09-02 11:15:10.444,1,7678.75,EMA24,6,9223,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
40358,2026-09-02 11:46:10.584,-1,7674.25,EMA8,6,1668,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
40468,2026-09-02 13:13:16.348,1,7681.5,EMA8,6,1318,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
40480,2026-09-02 13:15:12.360,-1,7675.0,EMA8,6,2,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
40485,2026-09-02 13:15:47.888,-1,7674.5,EMA8,6,153,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
40538,2026-09-02 15:40:34.788,1,7678.75,EMA8,6,2938,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
40579,2026-09-02 17:41:23.476,-1,7672.75,EMA8,6,20003,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
40581,2026-09-02 17:57:01.332,-1,7673.0,EMA8,6,9460,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
40620,2026-09-02 19:04:40.064,-1,7672.75,EMA8,6,3829,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
40636,2026-09-02 19:47:52.952,1,7677.75,EMA24,6,1354,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
40646,2026-09-02 20:26:17.032,1,7682.0,EMA8,6,18307,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
40648,2026-09-02 20:30:29.960,1,7682.25,EMA8,6,15688,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
40651,2026-09-02 20:39:57.428,1,7682.5,EMA8,6,10358,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
40656,2026-09-02 21:00:49.400,1,7683.25,EMA8,6,4208,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
40688,2026-09-02 22:23:11.608,-1,7662.75,PIN,6,2427,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
40699,2026-09-02 22:27:38.216,-1,7662.25,EMA8,6,3076,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
40734,2026-09-02 22:55:20.532,1,7676.5,EMA8,6,1402,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
40743,2026-09-02 23:04:47.056,1,7678.75,EMA8,6,1845,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
40749,2026-09-02 23:12:55.628,1,7677.0,EMA24,6,3112,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
40757,2026-09-02 23:27:10.900,1,7676.5,EMA50,6,6653,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
40887,2026-09-03 01:03:38.188,1,7689.75,EMA8,6,1582,True,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
40889,2026-09-03 01:03:45.836,1,7690.0,EMA8,6,272,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
40892,2026-09-03 01:03:53.584,1,7690.75,EMA8,6,3143,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
40894,2026-09-03 01:04:07.084,1,7691.0,EMA8,6,1396,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
40898,2026-09-03 01:04:27.672,1,7689.0,EMA24,6,2376,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
40907,2026-09-03 01:05:37.208,1,7690.75,EMA24,6,475,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
40944,2026-09-03 01:13:27.060,-1,7686.75,EMA8,6,10606,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
40946,2026-09-03 01:13:55.696,-1,7686.75,EMA8,6,9418,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
40991,2026-09-03 02:03:08.356,-1,7684.25,EMA8,6,10831,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
40997,2026-09-03 02:16:37.248,-1,7685.5,EMA50,6,2926,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
40999,2026-09-03 02:19:18.508,-1,7685.5,EMA50,6,449,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41028,2026-09-03 02:53:34.868,-1,7677.0,EMA8,6,1587,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41040,2026-09-03 03:02:31.520,-1,7675.75,EMA24,6,8968,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
41054,2026-09-03 03:16:52.624,-1,7672.5,EMA8,6,7807,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
41108,2026-09-03 04:09:43.260,1,7680.75,EMA8,6,8256,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41172,2026-09-03 04:42:33.104,1,7679.0,EMA50,6,624,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41246,2026-09-03 05:30:02.152,1,7691.0,EMA8,6,1,True,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41248,2026-09-03 05:30:02.696,1,7690.75,EMA8,6,1,True,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41251,2026-09-03 05:30:02.948,1,7691.5,EMA8,6,1,True,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41258,2026-09-03 05:30:04.164,1,7697.75,PIN,6,85,True,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41261,2026-09-03 05:30:04.620,1,7696.5,EMA8,6,1,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41308,2026-09-03 05:30:18.228,-1,7690.75,EMA8,6,330,True,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41357,2026-09-03 05:37:19.104,-1,7691.25,EMA8,6,1270,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41477,2026-09-03 06:30:56.892,1,7710.25,EMA8,6,5404,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
41481,2026-09-03 06:31:16.388,1,7708.75,EMA24,6,2170,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41500,2026-09-03 06:32:58.904,1,7711.25,EMA24,6,1251,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41512,2026-09-03 06:34:16.084,1,7717.25,EMA8,6,9468,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
41543,2026-09-03 06:38:32.784,1,7720.5,PIN,6,10200,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
41548,2026-09-03 06:39:14.564,1,7720.75,EMA8,6,492,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41560,2026-09-03 06:41:13.352,1,7720.5,EMA24,6,2089,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41584,2026-09-03 06:46:02.484,1,7723.75,EMA24,6,16332,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET
41610,2026-09-03 06:51:13.772,1,7724.5,EMA24,6,8007,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41628,2026-09-03 06:55:58.100,-1,7720.0,EMA8,6,1254,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41633,2026-09-03 06:57:52.040,-1,7718.5,EMA8,6,829,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41643,2026-09-03 07:00:00.020,-1,7720.75,EMA50,6,1,True,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41660,2026-09-03 07:01:08.032,-1,7712.5,PIN,6,226,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41678,2026-09-03 07:03:32.464,-1,7710.5,EMA24,6,1182,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41695,2026-09-03 07:06:10.032,-1,7707.75,EMA24,6,6860,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
41697,2026-09-03 07:06:21.668,-1,7707.75,EMA24,6,3708,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41770,2026-09-03 07:20:45.632,1,7714.75,PIN,6,6421,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
41834,2026-09-03 07:36:18.576,-1,7709.0,EMA50,6,2374,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41894,2026-09-03 07:48:26.252,1,7711.0,EMA8,6,1014,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41901,2026-09-03 07:49:50.412,1,7712.25,EMA8,6,1116,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41906,2026-09-03 07:50:50.572,1,7711.5,EMA24,6,7235,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
41938,2026-09-03 07:56:22.816,-1,7701.5,PIN,6,56,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41975,2026-09-03 07:59:49.772,1,7718.5,PIN,6,6311,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41984,2026-09-03 08:03:01.768,1,7723.75,PIN,6,1630,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41985,2026-09-03 08:03:12.304,1,7724.5,PIN,6,3555,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
41998,2026-09-03 08:07:06.484,1,7731.25,EMA8,6,10643,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42005,2026-09-03 08:08:43.972,1,7733.0,EMA8,6,1244,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42023,2026-09-03 08:15:28.472,1,7742.25,PIN,6,1933,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42029,2026-09-03 08:18:40.564,1,7743.75,EMA8,6,1091,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42057,2026-09-03 08:29:44.536,1,7755.75,PIN,6,11047,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
42063,2026-09-03 08:31:51.588,1,7757.25,EMA8,6,11040,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
42070,2026-09-03 08:34:45.320,1,7754.0,EMA24,6,1575,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42100,2026-09-03 08:52:30.460,1,7758.75,PIN,6,7681,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
42103,2026-09-03 08:54:39.452,1,7757.5,EMA8,6,1916,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42138,2026-09-03 09:16:26.540,-1,7752.5,EMA24,6,22783,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET
42175,2026-09-03 09:47:00.336,1,7757.75,EMA8,6,15635,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
42177,2026-09-03 09:49:16.272,1,7757.5,EMA8,6,8455,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
42187,2026-09-03 10:00:20.108,1,7756.0,EMA50,6,2125,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
42200,2026-09-03 10:16:47.008,-1,7750.25,EMA8,6,7749,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
42202,2026-09-03 10:18:44.988,-1,7750.5,EMA8,6,1923,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42223,2026-09-03 10:39:53.324,1,7756.0,EMA8,6,1546,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42228,2026-09-03 10:45:11.924,1,7757.25,EMA8,6,14556,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
42232,2026-09-03 10:49:57.632,1,7756.0,EMA24,6,3307,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42250,2026-09-03 11:03:37.672,1,7764.0,EMA8,6,9396,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42252,2026-09-03 11:05:10.768,1,7764.25,EMA8,6,28948,False,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET
42259,2026-09-03 11:13:21.080,1,7764.5,EMA8,6,4834,False,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42274,2026-09-03 11:32:27.152,1,7762.75,EMA50,6,2911,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42309,2026-09-03 12:30:52.348,-1,7759.75,EMA24+EMA50,6,10492,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
42311,2026-09-03 12:33:28.348,-1,7759.75,EMA50,6,1765,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42316,2026-09-03 12:41:04.328,-1,7759.75,EMA50,6,2660,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42340,2026-09-03 12:58:30.724,-1,7754.5,EMA8,6,568,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42344,2026-09-03 12:59:04.876,-1,7753.75,EMA8,6,7291,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42435,2026-09-03 18:56:11.692,1,7755.0,EMA50,6,1059,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42468,2026-09-03 22:56:34.152,1,7760.75,EMA24,6,2607,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42476,2026-09-03 23:20:01.572,1,7762.25,EMA24,6,1378,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42510,2026-09-04 00:56:39.740,1,7760.0,EMA24+EMA50,6,10828,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42551,2026-09-04 02:59:34.872,-1,7758.5,EMA50,6,15291,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
42593,2026-09-04 05:06:54.688,-1,7752.0,PIN,6,708,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42656,2026-09-04 05:30:01.116,-1,7754.75,EMA8,6,0,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
42702,2026-09-04 05:30:01.260,-1,7745.25,EMA8,6,0,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
42709,2026-09-04 05:30:01.336,-1,7742.0,EMA8,6,0,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
42735,2026-09-04 05:30:01.644,-1,7742.5,EMA50,6,0,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
42790,2026-09-04 05:30:01.856,-1,7740.0,EMA24,6,0,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
42794,2026-09-04 05:30:01.856,-1,7739.5,EMA24,6,0,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
42835,2026-09-04 05:30:03.588,-1,7734.75,EMA8,6,113,True,STOP,STOP,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET
42860,2026-09-04 05:30:06.216,1,7740.25,EMA8,6,1,True,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
42862,2026-09-04 05:30:06.220,1,7740.0,EMA8,6,1,True,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
42922,2026-09-04 05:30:25.932,1,7740.75,EMA8,6,37,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
42929,2026-09-04 05:30:30.028,1,7743.0,EMA8,6,1644,True,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
42944,2026-09-04 05:30:41.312,1,7742.75,EMA24,6,929,True,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
42947,2026-09-04 05:30:46.204,1,7741.75,EMA50,6,1579,True,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
42968,2026-09-04 05:31:29.928,1,7743.0,EMA8,6,1299,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
42973,2026-09-04 05:31:35.576,1,7742.0,EMA50,6,1449,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
42999,2026-09-04 05:33:03.112,-1,7736.5,EMA24,6,655,False,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
43057,2026-09-04 05:39:11.624,1,7740.0,EMA50,6,112,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
43065,2026-09-04 05:40:23.920,1,7741.0,EMA50,6,977,False,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
43092,2026-09-04 05:47:30.124,-1,7732.0,PIN,6,8933,False,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP,STOP
43095,2026-09-04 05:47:55.824,-1,7733.0,EMA8,6,286,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
43185,2026-09-04 06:27:40.120,1,7742.0,EMA8,6,7675,False,STOP,STOP,STOP,STOP,STOP,TARGET,TARGET,TARGET,TARGET,TARGET
43196,2026-09-04 06:30:02.292,1,7742.5,EMA24,6,1,True,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
43213,2026-09-04 06:31:14.084,1,7744.5,EMA24,6,4687,False,STOP,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
43226,2026-09-04 06:32:11.324,1,7746.5,EMA24,6,1394,False,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET,TARGET
